date,close
2014-04-15,1302.33
2014-04-16,1302.54
2014-04-17,1294.74
2014-04-21,1289.8
2014-04-22,1283.96
2014-04-23,1283.52
2014-04-24,1292.98
2014-04-25,1302.55
2014-04-28,1296.49
2014-04-29,1295.76
2014-04-30,1291.08
2014-05-01,1283.97
2014-05-02,1300.05
2014-05-05,1310.06
2014-05-06,1308.07
2014-05-07,1289.97
2014-05-08,1289.05
2014-05-09,1288.62
2014-05-12,1295.8
2014-05-13,1293.32
2014-05-14,1305.9
2014-05-15,1295.93
2014-05-16,1293.28
2014-05-19,1292.9
2014-05-20,1294.02
2014-05-21,1291.83
2014-05-22,1293.58
2014-05-23,1292.13
2014-05-26,1291.34
2014-05-27,1264.77
2014-05-28,1258.23
2014-05-29,1255.59
2014-05-30,1249.23
2014-06-02,1243.83
2014-06-03,1244.75
2014-06-04,1243.53
2014-06-05,1253.66
2014-06-06,1253.04
2014-06-09,1252.43
2014-06-10,1260.0
2014-06-11,1260.99
2014-06-12,1272.63
2014-06-13,1276.63
2014-06-16,1272.07
2014-06-17,1270.46
2014-06-18,1277.46
2014-06-19,1319.67
2014-06-20,1314.9
2014-06-23,1317.37
2014-06-24,1317.81
2014-06-25,1319.08
2014-06-26,1316.76
2014-06-27,1315.88
2014-06-30,1327.17
2014-07-01,1325.71
2014-07-02,1326.41
2014-07-03,1319.61
2014-07-04,1319.6
2014-07-07,1319.57
2014-07-08,1319.26
2014-07-09,1327.75
2014-07-10,1335.04
2014-07-11,1337.83
2014-07-14,1306.79
2014-07-15,1294.51
2014-07-16,1298.44
2014-07-17,1318.93
2014-07-18,1310.34
2014-07-21,1312.18
2014-07-22,1307.14
2014-07-23,1304.72
2014-07-24,1293.44
2014-07-25,1307.03
2014-07-28,1303.91
2014-07-29,1298.67
2014-07-30,1295.9
2014-07-31,1282.96
2014-08-01,1292.9
2014-08-04,1288.03
2014-08-05,1288.49
2014-08-06,1305.72
2014-08-07,1312.0
2014-08-08,1310.35
2014-08-11,1307.97
2014-08-12,1309.19
2014-08-13,1312.05
2014-08-14,1313.12
2014-08-15,1304.4
2014-08-18,1298.37
2014-08-19,1295.41
2014-08-20,1291.44
2014-08-21,1276.41
2014-08-22,1279.8
2014-08-25,1276.63
2014-08-26,1281.4
2014-08-27,1282.31
2014-08-28,1288.86
2014-08-29,1286.66
2014-09-01,1285.77
2014-09-02,1265.19
2014-09-03,1269.07
2014-09-04,1260.94
2014-09-05,1268.65
2014-09-08,1254.87
2014-09-09,1255.12
2014-09-10,1249.41
2014-09-11,1240.49
2014-09-12,1229.12
2014-09-15,1232.98
2014-09-16,1235.24
2014-09-17,1222.37
2014-09-18,1224.52
2014-09-19,1215.33
2014-09-22,1214.45
2014-09-23,1223.72
2014-09-24,1216.59
2014-09-25,1221.5
2014-09-26,1217.49
2014-09-29,1215.78
2014-09-30,1207.83
2014-10-01,1213.46
2014-10-02,1213.91
2014-10-03,1191.77
2014-10-06,1206.72
2014-10-07,1208.6
2014-10-08,1221.1
2014-10-09,1224.28
2014-10-10,1222.75
2014-10-13,1235.46
2014-10-14,1231.74
2014-10-15,1241.85
2014-10-16,1238.27
2014-10-17,1238.31
2014-10-20,1246.81
2014-10-21,1248.32
2014-10-22,1241.35
2014-10-23,1231.22
2014-10-24,1230.09
2014-10-27,1224.77
2014-10-28,1227.12
2014-10-29,1210.77
2014-10-30,1197.97
2014-10-31,1171.52
2014-11-03,1165.7
2014-11-04,1168.31
2014-11-05,1141.25
2014-11-06,1141.32
2014-11-07,1176.24
2014-11-10,1151.32
2014-11-11,1164.1
2014-11-12,1162.31
2014-11-13,1162.02
2014-11-14,1188.33
2014-11-17,1186.13
2014-11-18,1197.11
2014-11-19,1182.78
2014-11-20,1193.41
2014-11-21,1201.13
2014-11-24,1196.81
2014-11-25,1200.72
2014-11-26,1197.56
2014-11-27,1190.62
2014-11-28,1165.88
2014-12-01,1210.8
2014-12-02,1198.5
2014-12-03,1209.47
2014-12-04,1205.45
2014-12-05,1191.87
2014-12-08,1203.22
2014-12-09,1230.62
2014-12-10,1226.72
2014-12-11,1227.57
2014-12-12,1222.36
2014-12-15,1192.14
2014-12-16,1196.3
2014-12-17,1188.83
2014-12-18,1197.92
2014-12-19,1195.19
2014-12-22,1175.5
2014-12-23,1175.75
2014-12-24,1174.38
2014-12-26,1195.13
2014-12-29,1182.94
2014-12-30,1200.19
2014-12-31,1188.37
2015-01-02,1188.82
2015-01-05,1204.32
2015-01-06,1218.35
2015-01-07,1210.52
2015-01-08,1208.69
2015-01-09,1222.36
2015-01-12,1233.25
2015-01-13,1230.77
2015-01-14,1228.89
2015-01-15,1262.31
2015-01-16,1280.04
2015-01-19,1276.66
2015-01-21,1293.47
2015-01-22,1301.38
2015-01-23,1293.76
2015-01-26,1281.22
2015-01-27,1292.25
2015-01-28,1284.72
2015-01-29,1257.3
2015-01-30,1283.56
2015-02-02,1274.98
2015-02-03,1259.87
2015-02-04,1269.31
2015-02-05,1264.52
2015-02-06,1233.12
2015-02-09,1239.27
2015-02-10,1233.22
2015-02-11,1217.18
2015-02-12,1222.17
2015-02-13,1228.99
2015-02-16,1230.79
2015-02-17,1209.18
2015-02-18,1211.83
2015-02-19,1206.77
2015-02-20,1201.66
2015-02-23,1201.03
2015-02-24,1199.81
2015-02-25,1204.51
2015-02-26,1209.12
2015-02-27,1212.78
2015-03-02,1206.79
2015-03-03,1203.4
2015-03-04,1200.13
2015-03-05,1198.47
2015-03-06,1167.13
2015-03-09,1166.6
2015-03-10,1161.63
2015-03-11,1154.43
2015-03-12,1153.52
2015-03-13,1158.18
2015-03-16,1154.52
2015-03-17,1149.24
2015-03-18,1167.43
2015-03-19,1170.81
2015-03-20,1182.22
2015-03-23,1189.32
2015-03-24,1193.1
2015-03-25,1195.17
2015-03-26,1204.54
2015-03-27,1198.09
2015-03-30,1185.61
2015-03-31,1183.57
2015-04-01,1204.14
2015-04-02,1202.07
2015-04-03,1199.64
2015-04-06,1214.39
2015-04-07,1208.91
2015-04-08,1202.03
2015-04-09,1194.15
2015-04-10,1207.24
2015-04-13,1198.39
2015-04-14,1192.3
2015-04-15,1202.35
2015-04-16,1198.23
2015-04-17,1204.27
2015-04-20,1195.69
2015-04-21,1202.05
2015-04-22,1186.88
2015-04-23,1193.8
2015-04-24,1179.24
2015-04-27,1201.79
2015-04-28,1212.06
2015-04-29,1204.92
2015-04-30,1183.97
2015-05-01,1178.4
2015-05-04,1188.28
2015-05-05,1192.83
2015-05-06,1192.01
2015-05-07,1184.22
2015-05-08,1188.38
2015-05-11,1183.66
2015-05-12,1193.65
2015-05-13,1215.69
2015-05-14,1220.86
2015-05-15,1223.78
2015-05-18,1225.35
2015-05-19,1207.63
2015-05-20,1209.74
2015-05-21,1206.03
2015-05-22,1206.26
2015-05-25,1206.55
2015-05-26,1187.18
2015-05-27,1187.98
2015-05-28,1188.13
2015-05-29,1190.42
2015-06-01,1189.15
2015-06-02,1192.77
2015-06-03,1184.81
2015-06-04,1176.43
2015-06-05,1171.52
2015-06-08,1173.78
2015-06-09,1176.79
2015-06-10,1185.85
2015-06-11,1182.04
2015-06-12,1181.47
2015-06-15,1186.11
2015-06-16,1182.04
2015-06-17,1184.82
2015-06-18,1201.95
2015-06-19,1200.19
2015-06-22,1185.78
2015-06-23,1178.42
2015-06-24,1175.07
2015-06-25,1172.74
2015-06-26,1175.18
2015-06-29,1179.32
2015-06-30,1171.83
2015-07-01,1168.48
2015-07-02,1165.63
2015-07-03,1168.58
2015-07-06,1170.05
2015-07-07,1156.74
2015-07-08,1157.4
2015-07-09,1159.73
2015-07-10,1163.59
2015-07-13,1157.78
2015-07-14,1155.35
2015-07-15,1149.34
2015-07-16,1145.23
2015-07-17,1134.23
2015-07-20,1096.7
2015-07-21,1100.92
2015-07-22,1094.01
2015-07-23,1090.63
2015-07-24,1099.08
2015-07-27,1094.13
2015-07-28,1095.23
2015-07-29,1096.78
2015-07-30,1088.53
2015-07-31,1095.48
2015-08-03,1086.66
2015-08-04,1087.61
2015-08-05,1084.77
2015-08-06,1089.33
2015-08-07,1094.17
2015-08-10,1104.43
2015-08-11,1108.75
2015-08-12,1123.91
2015-08-13,1115.09
2015-08-14,1114.82
2015-08-17,1117.34
2015-08-18,1117.49
2015-08-19,1134.19
2015-08-20,1152.08
2015-08-21,1160.54
2015-08-24,1154.97
2015-08-25,1140.5
2015-08-26,1124.77
2015-08-27,1124.56
2015-08-28,1134.02
2015-08-31,1134.71
2015-09-01,1139.97
2015-09-02,1133.78
2015-09-03,1125.11
2015-09-04,1122.33
2015-09-07,1118.94
2015-09-08,1121.27
2015-09-09,1107.35
2015-09-10,1110.37
2015-09-11,1107.68
2015-09-14,1108.77
2015-09-15,1105.24
2015-09-16,1119.15
2015-09-17,1132.34
2015-09-18,1139.04
2015-09-21,1133.3
2015-09-22,1124.3
2015-09-23,1129.98
2015-09-24,1153.98
2015-09-25,1145.56
2015-09-28,1132.17
2015-09-29,1127.11
2015-09-30,1114.47
2015-10-01,1113.52
2015-10-02,1138.72
2015-10-05,1135.43
2015-10-06,1146.97
2015-10-07,1145.32
2015-10-08,1139.07
2015-10-09,1156.53
2015-10-12,1163.78
2015-10-13,1168.09
2015-10-14,1184.58
2015-10-15,1182.7
2015-10-16,1177.14
2015-10-19,1170.2
2015-10-20,1176.35
2015-10-21,1166.95
2015-10-22,1165.43
2015-10-23,1164.37
2015-10-26,1163.0
2015-10-27,1166.5
2015-10-28,1155.77
2015-10-29,1145.78
2015-10-30,1141.74
2015-11-02,1133.46
2015-11-03,1117.61
2015-11-04,1107.51
2015-11-05,1103.57
2015-11-06,1088.62
2015-11-09,1091.95
2015-11-10,1089.6
2015-11-11,1085.84
2015-11-12,1084.9
2015-11-13,1083.54
2015-11-16,1082.68
2015-11-17,1070.06
2015-11-18,1070.87
2015-11-19,1082.04
2015-11-20,1077.98
2015-11-23,1068.92
2015-11-24,1075.31
2015-11-25,1071.1
2015-11-26,1071.65
2015-11-27,1058.04
2015-11-30,1064.37
2015-12-01,1069.24
2015-12-02,1053.49
2015-12-03,1062.1
2015-12-04,1086.76
2015-12-07,1070.76
2015-12-08,1074.52
2015-12-09,1072.67
2015-12-10,1071.21
2015-12-11,1074.66
2015-12-14,1060.12
2015-12-15,1060.8
2015-12-16,1072.18
2015-12-17,1051.55
2015-12-18,1065.85
2015-12-21,1078.28
2015-12-22,1072.6
2015-12-23,1070.2
2015-12-24,1076.05
2015-12-28,1068.9
2015-12-29,1068.62
2015-12-30,1061.08
2015-12-31,1060.91
2016-01-04,1074.43
2016-01-05,1078.07
2016-01-06,1093.01
2016-01-07,1108.93
2016-01-08,1103.85
2016-01-11,1095.4
2016-01-12,1089.48
2016-01-13,1093.65
2016-01-14,1077.18
2016-01-15,1088.72
2016-01-18,1088.88
2016-01-19,1087.18
2016-01-20,1100.83
2016-01-21,1101.16
2016-01-22,1097.78
2016-01-25,1107.67
2016-01-26,1120.09
2016-01-27,1124.76
2016-01-28,1114.28
2016-01-29,1117.99
2016-02-01,1128.37
2016-02-02,1128.62
2016-02-03,1142.34
2016-02-04,1155.36
2016-02-05,1173.06
2016-02-08,1190.02
2016-02-09,1188.76
2016-02-10,1197.41
2016-02-11,1248.7
2016-02-12,1238.13
2016-02-15,1209.07
2016-02-16,1199.53
2016-02-17,1208.31
2016-02-18,1230.65
2016-02-19,1227.29
2016-02-22,1208.42
2016-02-23,1226.44
2016-02-24,1229.17
2016-02-25,1233.2
2016-02-26,1223.32
2016-02-29,1238.3
2016-03-01,1231.57
2016-03-02,1240.09
2016-03-03,1265.51
2016-03-04,1258.78
2016-03-07,1267.22
2016-03-08,1261.5
2016-03-09,1252.88
2016-03-10,1271.98
2016-03-11,1249.23
2016-03-14,1235.0
2016-03-15,1232.44
2016-03-16,1262.04
2016-03-17,1257.72
2016-03-18,1255.04
2016-03-21,1243.44
2016-03-22,1248.0
2016-03-23,1220.13
2016-03-24,1217.12
2016-03-28,1221.34
2016-03-29,1240.72
2016-03-30,1224.46
2016-03-31,1232.44
2016-04-01,1222.16
2016-04-04,1215.55
2016-04-05,1230.47
2016-04-06,1222.03
2016-04-07,1240.6
2016-04-08,1240.49
2016-04-11,1257.51
2016-04-12,1255.41
2016-04-13,1243.16
2016-04-14,1226.33
2016-04-15,1233.73
2016-04-18,1232.57
2016-04-19,1250.21
2016-04-20,1243.7
2016-04-21,1248.77
2016-04-22,1232.73
2016-04-25,1237.5
2016-04-26,1243.68
2016-04-27,1245.98
2016-04-28,1266.29
2016-04-29,1293.68
2016-05-02,1291.24
2016-05-03,1286.33
2016-05-04,1279.71
2016-05-05,1278.09
2016-05-06,1288.8
2016-05-09,1263.09
2016-05-10,1266.15
2016-05-11,1277.12
2016-05-12,1263.42
2016-05-13,1273.3
2016-05-16,1273.62
2016-05-17,1279.26
2016-05-18,1257.88
2016-05-19,1254.2
2016-05-20,1251.91
2016-05-23,1249.0
2016-05-24,1226.7
2016-05-25,1224.33
2016-05-26,1219.62
2016-05-27,1211.64
2016-05-30,1207.4
2016-05-31,1215.08
2016-06-01,1212.57
2016-06-02,1211.03
2016-06-03,1244.51
2016-06-06,1244.89
2016-06-07,1244.29
2016-06-08,1261.84
2016-06-09,1269.32
2016-06-10,1274.07
2016-06-13,1283.87
2016-06-14,1285.87
2016-06-15,1291.51
2016-06-16,1278.75
2016-06-17,1298.55
2016-06-20,1289.75
2016-06-21,1267.18
2016-06-22,1266.06
2016-06-23,1255.96
2016-06-24,1315.67
2016-06-27,1324.88
2016-06-28,1312.01
2016-06-29,1318.6
2016-06-30,1321.58
2016-07-01,1342.28
2016-07-04,1350.83
2016-07-05,1356.03
2016-07-06,1363.68
2016-07-07,1360.28
2016-07-08,1364.93
2016-07-11,1354.57
2016-07-12,1332.68
2016-07-13,1342.48
2016-07-14,1334.53
2016-07-15,1338.29
2016-07-18,1328.37
2016-07-19,1331.93
2016-07-20,1315.34
2016-07-21,1331.12
2016-07-22,1322.39
2016-07-25,1315.76
2016-07-26,1320.2
2016-07-27,1339.46
2016-07-28,1335.32
2016-07-29,1351.11
2016-08-01,1352.73
2016-08-02,1363.67
2016-08-03,1358.15
2016-08-04,1360.96
2016-08-05,1336.87
2016-08-08,1334.97
2016-08-09,1340.45
2016-08-10,1346.0
2016-08-11,1338.46
2016-08-12,1336.58
2016-08-15,1339.2
2016-08-16,1346.37
2016-08-17,1348.44
2016-08-18,1352.17
2016-08-19,1340.92
2016-08-22,1338.63
2016-08-23,1338.06
2016-08-24,1323.9
2016-08-25,1321.46
2016-08-26,1321.85
2016-08-29,1323.25
2016-08-30,1310.36
2016-08-31,1308.81
2016-09-01,1312.94
2016-09-02,1324.8
2016-09-05,1326.81
2016-09-06,1350.26
2016-09-07,1344.74
2016-09-08,1337.65
2016-09-09,1327.83
2016-09-12,1327.38
2016-09-13,1317.84
2016-09-14,1321.98
2016-09-15,1314.41
2016-09-16,1309.66
2016-09-19,1313.21
2016-09-20,1314.86
2016-09-21,1335.92
2016-09-22,1337.72
2016-09-23,1338.72
2016-09-26,1337.86
2016-09-27,1326.87
2016-09-28,1321.47
2016-09-29,1320.4
2016-09-30,1315.89
2016-10-03,1311.73
2016-10-04,1268.45
2016-10-05,1266.69
2016-10-06,1254.39
2016-10-07,1256.54
2016-10-10,1259.47
2016-10-11,1252.59
2016-10-12,1255.24
2016-10-13,1257.68
2016-10-14,1250.43
2016-10-17,1254.92
2016-10-18,1262.52
2016-10-19,1269.58
2016-10-20,1265.66
2016-10-21,1266.79
2016-10-24,1264.16
2016-10-25,1273.87
2016-10-26,1266.48
2016-10-27,1268.52
2016-10-28,1275.71
2016-10-31,1276.87
2016-11-01,1288.04
2016-11-02,1296.69
2016-11-03,1301.84
2016-11-04,1304.27
2016-11-07,1281.38
2016-11-08,1275.54
2016-11-09,1277.11
2016-11-10,1259.29
2016-11-11,1227.24
2016-11-14,1220.09
2016-11-15,1228.35
2016-11-16,1224.81
2016-11-17,1216.73
2016-11-18,1208.51
2016-11-21,1213.94
2016-11-22,1211.85
2016-11-23,1186.87
2016-11-24,1184.03
2016-11-25,1183.71
2016-11-28,1192.84
2016-11-29,1188.15
2016-11-30,1172.62
2016-12-01,1171.29
2016-12-02,1176.87
2016-12-05,1170.03
2016-12-06,1169.44
2016-12-07,1173.5
2016-12-08,1170.35
2016-12-09,1158.35
2016-12-12,1161.83
2016-12-13,1158.06
2016-12-14,1142.94
2016-12-15,1127.96
2016-12-16,1134.65
2016-12-19,1138.47
2016-12-20,1131.73
2016-12-21,1131.59
2016-12-22,1128.2
2016-12-23,1133.39
2016-12-27,1138.86
2016-12-28,1141.55
2016-12-29,1157.83
2016-12-30,1152.12
2017-01-03,1159.09
2017-01-04,1162.64
2017-01-05,1180.3
2017-01-06,1172.59
2017-01-09,1181.01
2017-01-10,1187.41
2017-01-11,1191.44
2017-01-12,1195.38
2017-01-13,1197.33
2017-01-16,1202.5
2017-01-17,1216.56
2017-01-18,1203.59
2017-01-19,1204.73
2017-01-20,1209.94
2017-01-23,1217.8
2017-01-24,1208.67
2017-01-25,1199.6
2017-01-26,1188.38
2017-01-27,1191.49
2017-01-30,1195.2
2017-01-31,1210.36
2017-02-01,1209.7
2017-02-02,1215.74
2017-02-03,1219.95
2017-02-06,1235.45
2017-02-07,1233.49
2017-02-08,1241.68
2017-02-09,1227.53
2017-02-10,1233.68
2017-02-13,1225.2
2017-02-14,1228.57
2017-02-15,1232.81
2017-02-16,1239.01
2017-02-17,1234.83
2017-02-20,1237.42
2017-02-21,1235.75
2017-02-22,1237.45
2017-02-23,1249.19
2017-02-24,1256.98
2017-02-27,1252.7
2017-02-28,1248.0
2017-03-01,1249.23
2017-03-02,1234.17
2017-03-03,1234.42
2017-03-06,1225.18
2017-03-07,1215.72
2017-03-08,1207.75
2017-03-09,1200.24
2017-03-10,1204.43
2017-03-13,1203.7
2017-03-14,1198.47
2017-03-15,1218.59
2017-03-16,1226.01
2017-03-17,1229.25
2017-03-20,1234.12
2017-03-21,1244.85
2017-03-22,1248.78
2017-03-23,1245.37
2017-03-24,1245.57
2017-03-27,1254.09
2017-03-28,1251.47
2017-03-29,1253.07
2017-03-30,1243.43
2017-03-31,1248.96
2017-04-03,1252.8
2017-04-04,1255.98
2017-04-05,1255.21
2017-04-06,1251.77
2017-04-07,1254.3
2017-04-10,1254.63
2017-04-11,1273.93
2017-04-12,1286.55
2017-04-13,1287.44
2017-04-17,1284.84
2017-04-18,1289.8
2017-04-19,1279.14
2017-04-20,1281.43
2017-04-21,1284.29
2017-04-24,1275.39
2017-04-25,1263.32
2017-04-26,1269.2
2017-04-27,1264.23
2017-04-28,1267.99
2017-05-01,1256.87
2017-05-02,1256.75
2017-05-03,1238.55
2017-05-04,1227.46
2017-05-05,1227.56
2017-05-08,1226.21
2017-05-09,1221.26
2017-05-10,1218.99
2017-05-11,1224.83
2017-05-12,1228.48
2017-05-15,1230.08
2017-05-16,1236.95
2017-05-17,1260.41
2017-05-18,1246.56
2017-05-19,1255.33
2017-05-22,1260.09
2017-05-23,1251.33
2017-05-24,1258.33
