timestamp,open,high,low,close,momentum_5,momentum_20,rsi_14,atr_14,volatility_regime
2022-01-04 04:00:00+00:00,1.1012874631,1.1014808490,1.1009009348,1.1010943207,-0.0003277291,0.0003203238,,,
2022-01-04 05:00:00+00:00,1.1010943207,1.1014175140,1.1006368245,1.1009600178,-0.0007730664,0.0001060064,,,
2022-01-04 06:00:00+00:00,1.1009600178,1.1015167337,1.1006992042,1.1012559201,-0.0000514554,0.0003572573,,,
2022-01-04 07:00:00+00:00,1.1012559201,1.1017512606,1.1010118091,1.1015071497,0.0006811963,0.0002550530,,,
2022-01-04 08:00:00+00:00,1.1015071497,1.1016844331,1.1010371929,1.1012144763,-0.0000662741,0.0001120613,,,
2022-01-04 09:00:00+00:00,1.1012144763,1.1019928168,1.1009078825,1.1016862231,0.0005375583,0.0002241613,,,
2022-01-04 10:00:00+00:00,1.1016862231,1.1019675893,1.1010426010,1.1013239672,0.0003305746,-0.0003952500,,,
2022-01-04 11:00:00+00:00,1.1013239672,1.1019909387,1.1009624879,1.1016294594,0.0003391939,0.0003630527,,,
2022-01-04 12:00:00+00:00,1.1016294594,1.1019388666,1.1012490206,1.1015584278,0.0000465527,0.0004723446,,,
2022-01-04 13:00:00+00:00,1.1015584278,1.1017312482,1.1010524267,1.1012252471,0.0000097808,0.0004596424,,,
2022-01-04 14:00:00+00:00,1.1012252471,1.1015062979,1.1004837081,1.1007647590,-0.0008364125,-0.0010509966,,,
2022-01-04 15:00:00+00:00,1.1007647590,1.1017439464,1.1004735145,1.1014527019,0.0001168908,0.0002062228,,,
2022-01-04 16:00:00+00:00,1.1014527019,1.1018010462,1.1009896618,1.1013380061,-0.0002645656,0.0000925093,,,
2022-01-04 17:00:00+00:00,1.1013380061,1.1021852761,1.1009484913,1.1017957614,0.0002154525,0.0001129721,,,
2022-01-04 18:00:00+00:00,1.1017957614,1.1024860253,1.1015782193,1.1022684832,0.0009473413,0.0008164292,,,
2022-01-04 19:00:00+00:00,1.1022684832,1.1027200193,1.1020311968,1.1024827328,0.0015607093,0.0009327960,,,
2022-01-04 20:00:00+00:00,1.1024827328,1.1027401550,1.1021030144,1.1023604365,0.0008241250,0.0004979481,,,
2022-01-04 21:00:00+00:00,1.1023604365,1.1024624928,1.1020716120,1.1021736683,0.0007587700,0.0007818667,,,
2022-01-04 22:00:00+00:00,1.1021736683,1.1024368270,1.1014426558,1.1017058145,-0.0000816366,0.0008616764,,,
2022-01-04 23:00:00+00:00,1.1017058145,1.1020022888,1.1014822661,1.1017787403,-0.0004443045,0.0004460936,,,
2022-01-05 00:00:00+00:00,1.1017787403,1.1022102696,1.1013451386,1.1017766678,-0.0006404318,0.0006196991,,,
2022-01-05 01:00:00+00:00,1.1017766678,1.1020052387,1.1014082667,1.1016368376,-0.0006564087,0.0006147542,,,
2022-01-05 02:00:00+00:00,1.1016368376,1.1022609371,1.1012536007,1.1018777003,-0.0002685312,0.0005646100,,,
2022-01-05 03:00:00+00:00,1.1018777003,1.1027261544,1.1014903923,1.1023388465,0.0005745926,0.0007550535,,,
2022-01-05 04:00:00+00:00,1.1023388465,1.1025934934,1.1016869604,1.1019416073,0.0001478218,0.0006602992,,,
2022-01-05 05:00:00+00:00,1.1019416073,1.1021867001,1.1017811573,1.1020262501,0.0002265271,0.0003086424,,,
2022-01-05 06:00:00+00:00,1.1020262501,1.1026684305,1.1016483491,1.1022905294,0.0005933824,0.0008776366,,,
2022-01-05 07:00:00+00:00,1.1022905294,1.1025107145,1.1020436359,1.1022638210,0.0003504207,0.0005758394,,,
2022-01-05 08:00:00+00:00,1.1022638210,1.1024476226,1.1019837015,1.1021675031,-0.0001554362,0.0005529215,,,
2022-01-05 09:00:00+00:00,1.1021675031,1.1025782552,1.1013883602,1.1017991123,-0.0001293126,0.0005211152,,,
2022-01-05 10:00:00+00:00,1.1017991123,1.1021901506,1.1013789979,1.1017700363,-0.0002324934,0.0009132535,,,
2022-01-05 11:00:00+00:00,1.1017700363,1.1022629887,1.1015829893,1.1020759417,-0.0001946744,0.0005658344,,,
2022-01-05 12:00:00+00:00,1.1020759417,1.1023696367,1.1015843754,1.1018780704,-0.0003499621,0.0004903711,,,
2022-01-05 13:00:00+00:00,1.1018780704,1.1021695945,1.1016177154,1.1019092395,-0.0002343234,0.0001029938,,,
2022-01-05 14:00:00+00:00,1.1019092395,1.1023206490,1.1009023868,1.1013137963,-0.0004404760,-0.0008661111,,,
2022-01-05 15:00:00+00:00,1.1013137963,1.1016737212,1.1007732431,1.1011331680,-0.0005780410,-0.0012241142,,,
2022-01-05 16:00:00+00:00,1.1011331680,1.1022004154,1.1008824239,1.1019496713,-0.0001145751,-0.0003726234,,,
2022-01-05 17:00:00+00:00,1.1019496713,1.1023861245,1.1017252012,1.1021616545,0.0002573643,-0.0000109001,,,
2022-01-05 18:00:00+00:00,1.1021616545,1.1031032549,1.1019297608,1.1028713613,0.0008731407,0.0010579474,,,
2022-01-05 19:00:00+00:00,1.1028713613,1.1031351396,1.1026589719,1.1029227502,0.0014609405,0.0010383299,,,
2022-01-05 20:00:00+00:00,1.1029227502,1.1031882136,1.1021652205,1.1024306839,0.0011783461,0.0005936013,,,
2022-01-05 21:00:00+00:00,1.1024306839,1.1027918730,1.1022573068,1.1026184958,0.0006069466,0.0008910906,,,
2022-01-05 22:00:00+00:00,1.1026184958,1.1029066908,1.1022416684,1.1025298633,0.0003340788,0.0005918652,,,
2022-01-05 23:00:00+00:00,1.1025298633,1.1029133290,1.1021832018,1.1025666675,-0.0002762732,0.0002066706,,,
2022-01-06 00:00:00+00:00,1.1025666675,1.1033097948,1.1022842302,1.1030273575,0.0000948455,0.0009853065,,,
2022-01-06 01:00:00+00:00,1.1030273575,1.1035567548,1.1027175857,1.1032469830,0.0007404539,0.0011077167,,,
2022-01-06 02:00:00+00:00,1.1032469830,1.1039274798,1.1028829521,1.1035634488,0.0008570081,0.0011547948,,,
2022-01-06 03:00:00+00:00,1.1035634488,1.1039233349,1.1024482679,1.1028081539,0.0002524109,0.0004938318,,,
2022-01-06 04:00:00+00:00,1.1028081539,1.1030416841,1.1020442882,1.1022778184,-0.0002619788,0.0001000894,,,
2022-01-06 05:00:00+00:00,1.1022778184,1.1026097555,1.1014336347,1.1017655718,-0.0011439296,-0.0000304415,,,
2022-01-06 06:00:00+00:00,1.1017655718,1.1021161104,1.1014293937,1.1017799323,-0.0013297573,0.0000089819,,,
2022-01-06 07:00:00+00:00,1.1017799323,1.1021200020,1.1010563514,1.1013964211,-0.0019636639,-0.0006165824,,,
2022-01-06 08:00:00+00:00,1.1013964211,1.1016074075,1.1011285041,1.1013394905,-0.0013317488,-0.0004887836,,,
2022-01-06 09:00:00+00:00,1.1013394905,1.1016728446,1.1003709198,1.1007042740,-0.0014275388,-0.0010935252,,,
2022-01-06 10:00:00+00:00,1.1007042740,1.1010573468,1.1005056777,1.1008587505,-0.0008230619,-0.0004131845,,,
2022-01-06 11:00:00+00:00,1.1008587505,1.1011995536,1.0999632950,1.1003040980,-0.0013395000,-0.0007529243,,,
2022-01-06 12:00:00+00:00,1.1003040980,1.1009425808,1.1000855451,1.1007240278,-0.0006104916,-0.0011122499,,,
2022-01-06 13:00:00+00:00,1.1007240278,1.1021597947,1.1003355216,1.1017712885,0.0003920662,-0.0003541821,,,
2022-01-06 14:00:00+00:00,1.1017712885,1.1019800780,1.1010841561,1.1012929456,0.0005348136,-0.0014311875,,,
2022-01-06 15:00:00+00:00,1.1012929456,1.1019412343,1.1009553670,1.1016036558,0.0006766583,-0.0011959989,,,
2022-01-06 16:00:00+00:00,1.1016036558,1.1022061128,1.1013823672,1.1019848242,0.0015275106,-0.0004044333,,,
2022-01-06 17:00:00+00:00,1.1019848242,1.1023827558,1.1009477931,1.1013457246,0.0005648071,-0.0011543169,,,
2022-01-06 18:00:00+00:00,1.1013457246,1.1016034172,1.1010594365,1.1013171291,-0.0004122084,-0.0010999559,,,
2022-01-06 19:00:00+00:00,1.1013171291,1.1014746628,1.1010616877,1.1012192214,-0.0000669433,-0.0012220995,,,
2022-01-06 20:00:00+00:00,1.1012192214,1.1022574028,1.1008439281,1.1018821095,0.0002527713,-0.0010382770,,,
2022-01-06 21:00:00+00:00,1.1018821095,1.1024906790,1.1016018980,1.1022104675,0.0002047607,-0.0009395136,,,
2022-01-06 22:00:00+00:00,1.1022104675,1.1026069588,1.1019844709,1.1023809622,0.0009399752,-0.0010715166,,,
2022-01-06 23:00:00+00:00,1.1023809622,1.1028512047,1.1020341743,1.1025044168,0.0010780615,-0.0002754216,,,
2022-01-07 00:00:00+00:00,1.1025044168,1.1027285705,1.1018439160,1.1020680697,0.0007708259,-0.0001902866,,,
2022-01-07 01:00:00+00:00,1.1020680697,1.1026624572,1.1016900849,1.1022844725,0.0003651597,0.0004709719,,,
2022-01-07 02:00:00+00:00,1.1022844725,1.1026189207,1.1017057799,1.1020402281,-0.0001544526,0.0002362503,,,
2022-01-07 03:00:00+00:00,1.1020402281,1.1023558204,1.1016554731,1.1019710654,-0.0003718287,0.0005217416,,,
2022-01-07 04:00:00+00:00,1.1019710654,1.1026625667,1.1016911742,1.1023826755,-0.0001104225,0.0009471966,55.5333695125,0.0009105559,
2022-01-07 05:00:00+00:00,1.1023826755,1.1026197308,1.1018752432,1.1021122985,0.0000401326,0.0012792033,52.1777465023,0.0008986939,
2022-01-07 06:00:00+00:00,1.1021122985,1.1027573955,1.1018422967,1.1024873936,0.0001840915,0.0014794297,56.1375062118,0.0008998657,
2022-01-07 07:00:00+00:00,1.1024873936,1.1035075826,1.1021837976,1.1032039865,0.0010560036,0.0026355337,62.5220563447,0.0009301456,
2022-01-07 08:00:00+00:00,1.1032039865,1.1033747183,1.1030336220,1.1032043538,0.0011191659,0.0022533586,62.5250670872,0.0008880707,
2022-01-07 09:00:00+00:00,1.1032043538,1.1033602335,1.1028312346,1.1029871142,0.0005483021,0.0011035192,59.4812533576,0.0008624227,
2022-01-07 10:00:00+00:00,1.1029871142,1.1036395302,1.1026346988,1.1032871148,0.0010659679,0.0018107527,62.2167197654,0.0008725948,
2022-01-07 11:00:00+00:00,1.1032871148,1.1037502253,1.1032628995,1.1037260100,0.0011234744,0.0019266042,65.8491726170,0.0008450755,
2022-01-07 12:00:00+00:00,1.1037260100,1.1038855185,1.1035466051,1.1037061135,0.0004551533,0.0015619900,65.5415503902,0.0008089211,
2022-01-07 13:00:00+00:00,1.1037061135,1.1047009039,1.1035744966,1.1045692870,0.0012372442,0.0029269305,71.7150188331,0.0008315987,
2022-01-07 14:00:00+00:00,1.1045692870,1.1048487212,1.1043643143,1.1046437485,0.0015019525,0.0030205826,72.1780806475,0.0008067993,
2022-01-07 15:00:00+00:00,1.1046437485,1.1050394559,1.1043814700,1.1047771774,0.0013505664,0.0032309244,73.0301298073,0.0007961698,
2022-01-07 16:00:00+00:00,1.1047771774,1.1052545445,1.1045692742,1.1050466413,0.0011965210,0.0028719332,74.7143077192,0.0007882484,
2022-01-07 17:00:00+00:00,1.1050466413,1.1054835905,1.1046841438,1.1051210929,0.0012820255,0.0026407166,75.1755682043,0.0007890482,
2022-01-07 18:00:00+00:00,1.1051210929,1.1055465108,1.1049231755,1.1053485933,0.0007055296,0.0026920195,76.5813757297,0.0007772116,
2022-01-07 19:00:00+00:00,1.1053485933,1.1065289216,1.1050594759,1.1062398042,0.0014448601,0.0033880930,81.0973559123,0.0008266569,
2022-01-07 20:00:00+00:00,1.1062398042,1.1065320020,1.1055557301,1.1058479279,0.0009692005,0.0034297865,74.3115679679,0.0008373437,
2022-01-07 21:00:00+00:00,1.1058479279,1.1061532854,1.1056571481,1.1059625056,0.0008288015,0.0033367368,74.9710042627,0.0008129718,
2022-01-07 22:00:00+00:00,1.1059625056,1.1062899849,1.1051948520,1.1055223312,0.0003630718,0.0031596878,67.7731624246,0.0008331262,
2022-01-07 23:00:00+00:00,1.1055223312,1.1056692881,1.1047035554,1.1048505123,-0.0004506099,0.0026129968,58.5358970363,0.0008425981,
2022-01-08 00:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,-0.0012558687,0.0022386389,58.5358970363,0.0007825553,
2022-01-08 01:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,-0.0009019465,0.0024845143,58.5358970363,0.0007268014,
2022-01-08 02:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,-0.0010054530,0.0021434428,58.5358970363,0.0006750299,
2022-01-08 03:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,-0.0006076937,0.0014924944,58.5358970363,0.0006269563,
2022-01-08 04:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0014921610,58.5358970363,0.0005823166,
2022-01-08 05:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0016894106,58.5358970363,0.0005408654,
2022-01-08 06:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0014170359,58.5358970363,0.0005023750,
2022-01-08 07:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0010188237,58.5358970363,0.0004666339,
2022-01-08 08:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0010368691,58.5358970363,0.0004334458,
2022-01-08 09:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0002546018,58.5358970363,0.0004026282,
2022-01-08 10:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0001871769,58.5358970363,0.0003740119,
2022-01-08 11:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000663798,58.5358970363,0.0003474396,
2022-01-08 12:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0001774849,58.5358970363,0.0003227654,
2022-01-08 13:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0002448425,58.5358970363,0.0002998536,
2022-01-08 14:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0004506099,58.5358970363,0.0002785783,
2022-01-08 15:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0012558687,58.5358970363,0.0002588227,
2022-01-08 16:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0009019465,58.5358970363,0.0002404782,
2022-01-08 17:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0010054530,58.5358970363,0.0002234441,
2022-01-08 18:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,-0.0006076937,58.5358970363,0.0002076266,
2022-01-08 19:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001929390,
2022-01-08 20:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001793005,
2022-01-08 21:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001666362,
2022-01-08 22:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001548765,
2022-01-08 23:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001439567,
2022-01-09 00:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001338170,
2022-01-09 01:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001244015,
2022-01-09 02:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001156585,
2022-01-09 03:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001075400,
2022-01-09 04:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0001000015,
2022-01-09 05:00:00+00:00,1.1048505123,1.1048515123,1.1048495123,1.1048505123,0.0000000000,0.0000000000,58.5358970363,0.0000930014,
2022-01-09 06:00:00+00:00,1.1048505123,1.1052135636,1.1047374610,1.1051005123,0.0002262750,0.0002262750,72.4407415006,0.0001203657,
2022-01-09 07:00:00+00:00,1.1051005123,1.1054798152,1.1049712094,1.1053505123,0.0004525499,0.0004525499,79.7528477460,0.0001480972,
2022-01-09 08:00:00+00:00,1.1053505123,1.1057246023,1.1052264222,1.1056005123,0.0006788249,0.0006788249,84.2524380606,0.0001731031,
2022-01-09 09:00:00+00:00,1.1056005123,1.1059314647,1.1055195598,1.1058505123,0.0009050998,0.0009050998,87.2934682636,0.0001901604,
2022-01-09 10:00:00+00:00,1.1058505123,1.1062117642,1.1057392604,1.1061005123,0.0011313748,0.0011313748,89.4810508070,0.0002103277,
2022-01-09 11:00:00+00:00,1.1061005123,1.1065002395,1.1059507851,1.1063505123,0.0011311188,0.0013576497,91.1262845407,0.0002345511,
2022-01-09 12:00:00+00:00,1.1063505123,1.1068037561,1.1061472684,1.1066005123,0.0011308630,0.0015839247,92.4054884514,0.0002646894,
2022-01-09 13:00:00+00:00,1.1066005123,1.1069476061,1.1065034185,1.1068505123,0.0011306073,0.0018101996,93.4260625267,0.0002775107,
2022-01-09 14:00:00+00:00,1.1068505123,1.1072634806,1.1066875440,1.1071005123,0.0011303517,0.0020364746,94.2571668933,0.0002988268,
2022-01-09 15:00:00+00:00,1.1071005123,1.1075318090,1.1069192156,1.1073505123,0.0011300962,0.0022627496,94.9453524546,0.0003212387,
2022-01-09 16:00:00+00:00,1.1073505123,1.1077347688,1.1072162558,1.1076005123,0.0011298408,0.0024890245,95.5231039226,0.0003353298,
2022-01-09 17:00:00+00:00,1.1076005123,1.1079804252,1.1074705994,1.1078505123,0.0011295856,0.0027152995,96.0137812494,0.0003477938,
2022-01-09 18:00:00+00:00,1.1078505123,1.1082391327,1.1077118918,1.1081005123,0.0011293305,0.0029415744,96.4346145937,0.0003606114,
2022-01-09 19:00:00+00:00,1.1081005123,1.1085285870,1.1079224375,1.1083505123,0.0011290754,0.0031678494,96.7985922249,0.0003781499,
2022-01-09 20:00:00+00:00,1.1083505123,1.1087139285,1.1082370961,1.1086005123,0.0011288205,0.0033941243,97.1156910763,0.0003851986,
2022-01-09 21:00:00+00:00,1.1086005123,1.1089668473,1.1084841772,1.1088505123,0.0011285657,0.0036203993,97.3937023279,0.0003921609,
2022-01-09 22:00:00+00:00,1.1088505123,1.1092435376,1.1087074870,1.1091005123,0.0011283111,0.0038466742,97.6387994227,0.0004024387,
2022-01-09 23:00:00+00:00,1.1091005123,1.1095512144,1.1088998102,1.1093505123,0.0011280565,0.0040729492,97.8559376288,0.0004202219,
2022-01-10 00:00:00+00:00,1.1093505123,1.1097525460,1.1091984785,1.1096005123,0.0011278021,0.0042992241,98.0491406882,0.0004297823,
2022-01-10 01:00:00+00:00,1.1096005123,1.1100690945,1.1093819301,1.1098505123,0.0011275477,0.0045254991,98.2217101039,0.0004481668,
2022-01-10 02:00:00+00:00,1.1098505123,1.1102739523,1.1096770723,1.1101005123,0.0011272935,0.0045244753,98.3763803770,0.0004587891,
2022-01-10 03:00:00+00:00,1.1101005123,1.1105248771,1.1099261475,1.1103505123,0.0011270394,0.0045234520,98.5154358082,0.0004687849,
2022-01-10 04:00:00+00:00,1.1103505123,1.1106884127,1.1102626119,1.1106005123,0.0011267854,0.0045224292,98.6407995265,0.0004657146,
2022-01-10 05:00:00+00:00,1.1106005123,1.1109276971,1.1105233275,1.1108505123,0.0011265316,0.0045214068,98.7541021590,0.0004613328,
2022-01-10 06:00:00+00:00,1.1108505123,1.1111526901,1.1107983344,1.1111005123,0.0011262778,0.0045203849,98.8567353739,0.0004536916,
2022-01-10 07:00:00+00:00,1.1111005123,1.1115176234,1.1109334011,1.1113505123,0.0011260242,0.0045193634,98.9498940489,0.0004630152,
2022-01-10 08:00:00+00:00,1.1113505123,1.1117201461,1.1112308785,1.1116005123,0.0011257706,0.0045183424,99.0346097893,0.0004648904,
2022-01-10 09:00:00+00:00,1.1116005123,1.1119841479,1.1114668767,1.1118505123,0.0011255172,0.0045173218,99.1117777988,0.0004686319,
2022-01-10 10:00:00+00:00,1.1118505123,1.1122749094,1.1116761151,1.1121005123,0.0011252639,0.0045163018,99.1821785941,0.0004779292,
2022-01-10 11:00:00+00:00,1.1121005123,1.1125530717,1.1118979529,1.1123505123,0.0011250107,0.0045152821,99.2464956816,0.0004905856,
2022-01-10 12:00:00+00:00,1.1123505123,1.1127430452,1.1122079793,1.1126005123,0.0011247577,0.0045142630,99.3053300495,0.0004937628,
2022-01-10 13:00:00+00:00,1.1126005123,1.1130366813,1.1124143432,1.1128505123,0.0011245047,0.0045132443,99.3592121250,0.0005029467,
2022-01-10 14:00:00+00:00,1.1128505123,1.1132292461,1.1127217785,1.1131005123,0.0011242519,0.0045122261,99.4086117001,0.0005032696,
2022-01-10 15:00:00+00:00,1.1131005123,1.1134293888,1.1130216358,1.1133505123,0.0011239991,0.0045112083,99.4539462209,0.0004964470,
2022-01-10 16:00:00+00:00,1.1133505123,1.1137808139,1.1131702107,1.1136005123,0.0011237465,0.0045101910,99.4955877448,0.0005046010,
2022-01-10 17:00:00+00:00,1.1136005123,1.1139593089,1.1134917157,1.1138505123,0.0011234940,0.0045091741,99.5338688124,0.0005019576,
2022-01-10 18:00:00+00:00,1.1138505123,1.1142866380,1.1136643866,1.1141005123,0.0011232416,0.0045081577,99.5690874265,0.0005105500,
2022-01-10 19:00:00+00:00,1.1141005123,1.1144388143,1.1140122103,1.1143505123,0.0011229893,0.0045071417,99.6015112930,0.0005045539,
2022-01-10 20:00:00+00:00,1.1143505123,1.1147571208,1.1141939038,1.1146005123,0.0011227372,0.0045061263,99.6313814500,0.0005087441,
2022-01-10 21:00:00+00:00,1.1146005123,1.1149941636,1.1144568610,1.1148505123,0.0011224851,0.0045051112,99.6589153861,0.0005107840,
2022-01-10 22:00:00+00:00,1.1148505123,1.1153278909,1.1146231337,1.1151005123,0.0011222332,0.0045040967,99.6843097298,0.0005246392,
2022-01-10 23:00:00+00:00,1.1151005123,1.1155504643,1.1149005603,1.1153505123,0.0011219814,0.0045030825,99.7077425789,0.0005335867,
2022-01-11 00:00:00+00:00,1.1153505123,1.1157553261,1.1151956985,1.1156005123,0.0011217296,0.0045020689,99.7293755243,0.0005354468,
2022-01-11 01:00:00+00:00,1.1156005123,1.1158964032,1.1155546213,1.1158505123,0.0011214780,0.0045010557,99.7493554153,0.0005216136,
2022-01-11 02:00:00+00:00,1.1158505123,1.1161813985,1.1157696261,1.1161005123,0.0011212266,0.0045000429,99.7678159041,0.0005137678,
2022-01-11 03:00:00+00:00,1.1161005123,1.1164379882,1.1160130364,1.1163505123,0.0011209752,0.0044990306,99.7848788008,0.0005074238,
2022-01-11 04:00:00+00:00,1.1163505123,1.1167342321,1.1162167924,1.1166005123,0.0011207239,0.0044980188,99.8006552674,0.0005081392,
2022-01-11 05:00:00+00:00,1.1166005123,1.1170312295,1.1164197951,1.1168505123,0.0011204728,0.0044970074,99.8152468709,0.0005155174,
2022-01-11 06:00:00+00:00,1.1168505123,1.1172446793,1.1167063452,1.1171005123,0.0011202217,0.0044959965,99.8287465160,0.0005171472,
2022-01-11 07:00:00+00:00,1.1171005123,1.1174934516,1.1169575730,1.1173505123,0.0011199708,0.0044949860,99.8412392735,0.0005184851,
2022-01-11 08:00:00+00:00,1.1173505123,1.1176669750,1.1172840496,1.1176005123,0.0011197200,0.0044939760,99.8528031167,0.0005088023,
2022-01-11 09:00:00+00:00,1.1176005123,1.1179058683,1.1175451562,1.1178505123,0.0011194693,0.0044929664,99.8635095786,0.0004982244,
2022-01-11 10:00:00+00:00,1.1178505123,1.1182069042,1.1177441204,1.1181005123,0.0011192187,0.0044919573,99.8734243395,0.0004956930,
2022-01-11 11:00:00+00:00,1.1181005123,1.1185636746,1.1178873500,1.1183505123,0.0011189682,0.0044909487,99.8826077535,0.0005085952,
2022-01-11 12:00:00+00:00,1.1183505123,1.1187752203,1.1181758042,1.1186005123,0.0011187179,0.0044899405,99.8911153214,0.0005150824,
