timestamp_utc,event_id,event_name,country,currency,impact,actual,forecast,previous,revision,source
2024-01-26T13:30:00,EH-20240126T1330-USD-Core-PCE-Price-Index-m-m,Core PCE Price Index m/m,US,USD,HIGH,0.2,0.2,0.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-30T15:00:00,EH-20240130T1500-USD-CB-Consumer-Confidence,CB Consumer Confidence,US,USD,HIGH,114.8,114.2,108.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-30T15:00:00,EH-20240130T1500-USD-JOLTS-Job-Openings,JOLTS Job Openings,US,USD,HIGH,9030000.0,8730000.0,8930000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T00:30:00,EH-20240131T0030-AUD-CPI-m-m,CPI m/m,AU,AUD,HIGH,0.6,0.8,1.2,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T00:30:00,EH-20240131T0030-AUD-CPI-y-y,CPI y/y,AU,AUD,HIGH,3.4,3.7,4.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T00:30:00,EH-20240131T0030-AUD-Trimmed-Mean-CPI-m-m,Trimmed Mean CPI m/m,AU,AUD,HIGH,0.8,0.9,1.2,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T01:30:00,EH-20240131T0130-CNY-Manufacturing-PMI,Manufacturing PMI,CN,CNY,HIGH,49.2,49.3,49.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T13:15:00,EH-20240131T1315-USD-ADP-Non-Farm-Employment-Change,ADP Non-Farm Employment Change,US,USD,HIGH,107000.0,148000.0,158000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T13:30:00,EH-20240131T1330-CAD-GDP-m-m,GDP m/m,CA,CAD,HIGH,0.2,0.1,0.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T13:30:00,EH-20240131T1330-USD-Employment-Cost-Index-q-q,Employment Cost Index q/q,US,USD,HIGH,0.9,1.0,1.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T19:00:00,EH-20240131T1900-USD-FOMC-Statement,FOMC Statement,US,USD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T19:00:00,EH-20240131T1900-USD-Federal-Funds-Rate,Federal Funds Rate,US,USD,HIGH,5.5,5.5,5.5,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T19:30:00,EH-20240131T1930-USD-FOMC-Press-Conference,FOMC Press Conference,US,USD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-01-31T23:59:59,EH-20240131T2359-EUR-German-Prelim-CPI-m-m,German Prelim CPI m/m,EU,EUR,HIGH,0.2,0.1,0.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T12:00:00,EH-20240201T1200-GBP-MPC-Official-Bank-Rate-Votes,MPC Official Bank Rate Votes,GB,GBP,HIGH,2.0,2.0,3.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T12:00:00,EH-20240201T1200-GBP-Official-Bank-Rate,Official Bank Rate,GB,GBP,HIGH,5.25,5.25,5.25,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T12:00:00,EH-20240201T1200-GBP-BOE-Monetary-Policy-Report,BOE Monetary Policy Report,GB,GBP,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T12:00:00,EH-20240201T1200-GBP-Monetary-Policy-Summary,Monetary Policy Summary,GB,GBP,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T12:30:00,EH-20240201T1230-GBP-BOE-Gov-Bailey-Speaks,BOE Gov Bailey Speaks,GB,GBP,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T13:30:00,EH-20240201T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,224000.0,213000.0,215000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T15:00:00,EH-20240201T1500-USD-ISM-Manufacturing-PMI,ISM Manufacturing PMI,US,USD,HIGH,49.1,47.2,47.4,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-01T16:30:00,EH-20240201T1630-CAD-BOC-Gov-Macklem-Speaks,BOC Gov Macklem Speaks,CA,CAD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-02T13:30:00,EH-20240202T1330-USD-Average-Hourly-Earnings-m-m,Average Hourly Earnings m/m,US,USD,HIGH,0.6,0.3,0.4,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-02T13:30:00,EH-20240202T1330-USD-Non-Farm-Employment-Change,Non-Farm Employment Change,US,USD,HIGH,353000.0,187000.0,333000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-02T13:30:00,EH-20240202T1330-USD-Unemployment-Rate,Unemployment Rate,US,USD,HIGH,3.7,3.8,3.7,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-02T15:00:00,EH-20240202T1500-USD-Revised-UoM-Consumer-Sentiment,Revised UoM Consumer Sentiment,US,USD,HIGH,79.0,78.9,78.8,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-05T00:00:00,EH-20240205T0000-USD-Fed-Chair-Powell-Speaks,Fed Chair Powell Speaks,US,USD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-05T15:00:00,EH-20240205T1500-USD-ISM-Services-PMI,ISM Services PMI,US,USD,HIGH,53.4,52.0,50.6,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-06T03:30:00,EH-20240206T0330-AUD-Cash-Rate,Cash Rate,AU,AUD,HIGH,4.35,4.35,4.35,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-06T03:30:00,EH-20240206T0330-AUD-RBA-Rate-Statement,RBA Rate Statement,AU,AUD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-06T04:30:00,EH-20240206T0430-AUD-RBA-Press-Conference,RBA Press Conference,AU,AUD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-06T17:45:00,EH-20240206T1745-CAD-BOC-Gov-Macklem-Speaks,BOC Gov Macklem Speaks,CA,CAD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-06T21:45:00,EH-20240206T2145-NZD-Employment-Change-q-q,Employment Change q/q,NZ,NZD,HIGH,0.4,0.3,-0.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-06T21:45:00,EH-20240206T2145-NZD-Unemployment-Rate,Unemployment Rate,NZ,NZD,HIGH,4.0,4.3,3.9,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-08T13:30:00,EH-20240208T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,218000.0,221000.0,227000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-08T22:30:00,EH-20240208T2230-AUD-RBA-Gov-Bullock-Speaks,RBA Gov Bullock Speaks,AU,AUD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-09T13:30:00,EH-20240209T1330-CAD-Unemployment-Rate,Unemployment Rate,CA,CAD,HIGH,5.7,5.9,5.8,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-09T13:30:00,EH-20240209T1330-CAD-Employment-Change,Employment Change,CA,CAD,HIGH,37300.0,16000.0,100.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-12T18:00:00,EH-20240212T1800-GBP-BOE-Gov-Bailey-Speaks,BOE Gov Bailey Speaks,GB,GBP,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-13T02:20:00,EH-20240213T0220-NZD-Inflation-Expectations-q-q,Inflation Expectations q/q,NZ,NZD,HIGH,2.5,,2.76,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-13T07:00:00,EH-20240213T0700-GBP-Claimant-Count-Change,Claimant Count Change,GB,GBP,HIGH,14100.0,15200.0,5500.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-13T07:30:00,EH-20240213T0730-CHF-CPI-m-m,CPI m/m,CH,CHF,HIGH,0.2,0.6,0.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-13T13:30:00,EH-20240213T1330-USD-Core-CPI-m-m,Core CPI m/m,US,USD,HIGH,0.4,0.3,0.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-13T13:30:00,EH-20240213T1330-USD-CPI-m-m,CPI m/m,US,USD,HIGH,0.3,0.2,0.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-13T13:30:00,EH-20240213T1330-USD-CPI-y-y,CPI y/y,US,USD,HIGH,3.1,2.9,3.4,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-14T07:00:00,EH-20240214T0700-GBP-CPI-y-y,CPI y/y,GB,GBP,HIGH,4.0,4.1,4.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-14T15:00:00,EH-20240214T1500-GBP-BOE-Gov-Bailey-Speaks,BOE Gov Bailey Speaks,GB,GBP,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-14T22:00:00,EH-20240214T2200-AUD-RBA-Gov-Bullock-Speaks,RBA Gov Bullock Speaks,AU,AUD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T00:30:00,EH-20240215T0030-AUD-Employment-Change,Employment Change,AU,AUD,HIGH,500.0,26400.0,-62700.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T00:30:00,EH-20240215T0030-AUD-Unemployment-Rate,Unemployment Rate,AU,AUD,HIGH,4.1,4.0,3.9,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T07:00:00,EH-20240215T0700-GBP-GDP-m-m,GDP m/m,GB,GBP,HIGH,-0.1,-0.2,0.2,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T13:30:00,EH-20240215T1330-USD-Empire-State-Manufacturing-Index,Empire State Manufacturing Index,US,USD,HIGH,-2.4,-13.7,-43.7,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T13:30:00,EH-20240215T1330-USD-Retail-Sales-m-m,Retail Sales m/m,US,USD,HIGH,-0.8,-0.2,0.4,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T13:30:00,EH-20240215T1330-USD-Core-Retail-Sales-m-m,Core Retail Sales m/m,US,USD,HIGH,-0.6,0.2,0.4,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-15T13:30:00,EH-20240215T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,212000.0,219000.0,220000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-16T07:00:00,EH-20240216T0700-GBP-Retail-Sales-m-m,Retail Sales m/m,GB,GBP,HIGH,3.4,1.5,-3.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-16T13:30:00,EH-20240216T1330-USD-Core-PPI-m-m,Core PPI m/m,US,USD,HIGH,0.5,0.1,-0.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-16T13:30:00,EH-20240216T1330-USD-PPI-m-m,PPI m/m,US,USD,HIGH,0.3,0.1,-0.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-16T15:00:00,EH-20240216T1500-USD-Prelim-UoM-Consumer-Sentiment,Prelim UoM Consumer Sentiment,US,USD,HIGH,79.6,80.0,79.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-20T00:30:00,EH-20240220T0030-AUD-Monetary-Policy-Meeting-Minutes,Monetary Policy Meeting Minutes,AU,AUD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-20T13:30:00,EH-20240220T1330-CAD-CPI-m-m,CPI m/m,CA,CAD,HIGH,0.0,0.4,-0.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-20T13:30:00,EH-20240220T1330-CAD-Median-CPI-y-y,Median CPI y/y,CA,CAD,HIGH,3.3,3.6,3.5,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-20T13:30:00,EH-20240220T1330-CAD-Trimmed-CPI-y-y,Trimmed CPI y/y,CA,CAD,HIGH,3.4,3.6,3.7,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-21T00:30:00,EH-20240221T0030-AUD-Wage-Price-Index-q-q,Wage Price Index q/q,AU,AUD,HIGH,0.9,0.9,1.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-21T19:00:00,EH-20240221T1900-USD-FOMC-Meeting-Minutes,FOMC Meeting Minutes,US,USD,HIGH,,,,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T08:15:00,EH-20240222T0815-EUR-French-Flash-Manufacturing-PMI,French Flash Manufacturing PMI,EU,EUR,HIGH,46.8,43.5,43.1,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T08:15:00,EH-20240222T0815-EUR-French-Flash-Services-PMI,French Flash Services PMI,EU,EUR,HIGH,48.0,45.7,45.4,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T08:30:00,EH-20240222T0830-EUR-German-Flash-Manufacturing-PMI,German Flash Manufacturing PMI,EU,EUR,HIGH,42.3,46.1,45.5,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T08:30:00,EH-20240222T0830-EUR-German-Flash-Services-PMI,German Flash Services PMI,EU,EUR,HIGH,48.2,48.0,47.7,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T09:30:00,EH-20240222T0930-GBP-Flash-Manufacturing-PMI,Flash Manufacturing PMI,GB,GBP,HIGH,47.1,47.5,47.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T09:30:00,EH-20240222T0930-GBP-Flash-Services-PMI,Flash Services PMI,GB,GBP,HIGH,54.3,54.2,54.3,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T13:30:00,EH-20240222T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,201000.0,217000.0,213000.0,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
2024-02-22T14:45:00,EH-20240222T1445-USD-Flash-Services-PMI,Flash Services PMI,US,USD,HIGH,51.3,52.4,52.5,,ehsanrs2/forexfactory-scraper:high_impact_events_calendar.csv
