timestamp_utc,event_id,event_name,country,currency,impact,actual,forecast,previous,revision,source
2010-01-04T05:33:00,FF-20100104T0533-AUD-Commodity-Prices-y-y,Commodity Prices y/y,AU,AUD,MEDIUM,47.7,,45.7,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T08:00:00,FF-20100104T0800-EUR-Spanish-Unemployment-Change,Spanish Unemployment Change,EU,EUR,MEDIUM,-10200.0,,24300.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T08:15:00,FF-20100104T0815-EUR-Spanish-Manufacturing-PMI,Spanish Manufacturing PMI,EU,EUR,MEDIUM,45.2,,45.3,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T08:30:00,FF-20100104T0830-CHF-Manufacturing-PMI,Manufacturing PMI,CH,CHF,MEDIUM,54.6,57.1,56.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T08:55:00,FF-20100104T0855-EUR-German-Unemployment-Change,German Unemployment Change,EU,EUR,MEDIUM,3000.0,-12000.0,-8000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T09:30:00,FF-20100104T0930-GBP-Final-Manufacturing-PMI,Final Manufacturing PMI,GB,GBP,HIGH,54.1,52.1,51.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T09:30:00,FF-20100104T0930-GBP-Net-Lending-to-Individuals-m-m,Net Lending to Individuals m/m,GB,GBP,MEDIUM,1100000000.0,600000000.0,500000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T09:30:00,FF-20100104T0930-GBP-Final-Manufacturing-PMI-1,Final Manufacturing PMI,GB,GBP,HIGH,58.3,57.3,57.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T09:30:00,FF-20100104T0930-GBP-Net-Lending-to-Individuals-m-m-1,Net Lending to Individuals m/m,GB,GBP,MEDIUM,700000000.0,900000000.0,1500000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T10:00:00,FF-20100104T1000-EUR-CPI-Flash-Estimate-y-y,CPI Flash Estimate y/y,EU,EUR,MEDIUM,2.2,2.0,1.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T15:00:00,FF-20100104T1500-USD-ISM-Manufacturing-PMI,ISM Manufacturing PMI,US,USD,HIGH,55.9,54.1,53.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T15:00:00,FF-20100104T1500-USD-Factory-Orders-m-m,Factory Orders m/m,US,USD,MEDIUM,0.7,-0.1,-0.7,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-04T19:00:00,FF-20100104T1900-USD-FOMC-Meeting-Minutes,FOMC Meeting Minutes,US,USD,HIGH,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T00:01:00,FF-20100105T0001-AUD-HIA-New-Home-Sales-m-m,HIA New Home Sales m/m,AU,AUD,MEDIUM,0.3,,-6.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T00:58:00,FF-20100105T0058-AUD-HIA-New-Home-Sales-m-m,HIA New Home Sales m/m,AU,AUD,MEDIUM,-0.2,,2.4,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T08:00:00,FF-20100105T0800-EUR-Spanish-Unemployment-Change,Spanish Unemployment Change,EU,EUR,MEDIUM,54700.0,,60600.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T08:55:00,FF-20100105T0855-EUR-German-Unemployment-Change,German Unemployment Change,EU,EUR,MEDIUM,-3000.0,6000.0,-1000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T09:30:00,FF-20100105T0930-GBP-Construction-PMI,Construction PMI,GB,GBP,MEDIUM,47.1,47.6,47.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T09:30:00,FF-20100105T0930-GBP-Construction-PMI-1,Construction PMI,GB,GBP,MEDIUM,49.1,51.1,51.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T10:00:00,FF-20100105T1000-EUR-CPI-Flash-Estimate-y-y,CPI Flash Estimate y/y,EU,EUR,MEDIUM,0.9,0.9,0.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T10:00:00,FF-20100105T1000-EUR-Industrial-New-Orders-m-m,Industrial New Orders m/m,EU,EUR,MEDIUM,1.4,1.3,-4.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T10:05:00,FF-20100105T1005-EUR-German-10-y-Bond-Auction,German 10-y Bond Auction,EU,EUR,MEDIUM,2.87,,2.59,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T13:00:00,FF-20100105T1300-USD-FOMC-Member-Hoenig-Speaks,FOMC Member Hoenig Speaks,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T13:15:00,FF-20100105T1315-USD-ADP-Non-Farm-Employment-Change,ADP Non-Farm Employment Change,US,USD,HIGH,297000.0,101000.0,92000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T13:30:00,FF-20100105T1330-CAD-RMPI-m-m,RMPI m/m,CA,CAD,MEDIUM,2.2,1.2,2.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T13:30:00,FF-20100105T1330-CAD-RMPI-m-m-1,RMPI m/m,CA,CAD,MEDIUM,3.5,2.1,2.1,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T15:00:00,FF-20100105T1500-USD-Pending-Home-Sales-m-m,Pending Home Sales m/m,US,USD,HIGH,-16.0,-2.3,3.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T15:00:00,FF-20100105T1500-USD-Factory-Orders-m-m,Factory Orders m/m,US,USD,MEDIUM,1.1,0.5,0.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T15:00:00,FF-20100105T1500-USD-ISM-Services-PMI,ISM Services PMI,US,USD,HIGH,57.1,55.6,55.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T15:30:00,FF-20100105T1530-USD-Crude-Oil-Inventories,Crude Oil Inventories,US,USD,MEDIUM,-4200000.0,-1400000.0,-1300000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T22:26:00,FF-20100105T2226-AUD-AIG-Services-Index,AIG Services Index,AU,AUD,MEDIUM,46.4,,46.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-05T22:30:00,FF-20100105T2230-AUD-AIG-Services-Index,AIG Services Index,AU,AUD,MEDIUM,50.0,,52.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T00:01:00,FF-20100106T0001-GBP-Nationwide-Consumer-Confidence,Nationwide Consumer Confidence,GB,GBP,MEDIUM,69.0,72.0,74.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T00:30:00,FF-20100106T0030-AUD-Building-Approvals-m-m,Building Approvals m/m,AU,AUD,HIGH,5.9,3.1,-1.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T00:30:00,FF-20100106T0030-AUD-Building-Approvals-m-m-1,Building Approvals m/m,AU,AUD,HIGH,-4.2,-3.6,8.3,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T08:00:00,FF-20100106T0800-CHF-Foreign-Currency-Reserves,Foreign Currency Reserves,CH,CHF,HIGH,95000000000.0,,95000000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T08:15:00,FF-20100106T0815-CHF-CPI-m-m,CPI m/m,CH,CHF,MEDIUM,0.0,-0.1,0.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T09:27:00,FF-20100106T0927-CHF-Foreign-Currency-Reserves,Foreign Currency Reserves,CH,CHF,HIGH,203000000000.0,,212000000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T09:30:00,FF-20100106T0930-GBP-Final-Services-PMI,Final Services PMI,GB,GBP,HIGH,56.8,56.7,56.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T09:30:00,FF-20100106T0930-GBP-Final-Services-PMI-1,Final Services PMI,GB,GBP,HIGH,49.7,52.9,53.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T09:30:00,FF-20100106T0930-GBP-BOE-Credit-Conditions-Survey,BOE Credit Conditions Survey,GB,GBP,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T10:00:00,FF-20100106T1000-EUR-Industrial-New-Orders-m-m,Industrial New Orders m/m,EU,EUR,MEDIUM,-2.2,-1.0,1.7,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T10:00:00,FF-20100106T1000-EUR-French-10-y-Bond-Auction,French 10-y Bond Auction,EU,EUR,MEDIUM,3.36,,2.87,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T10:00:00,FF-20100106T1000-EUR-Retail-Sales-m-m,Retail Sales m/m,EU,EUR,MEDIUM,-0.8,0.3,0.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T10:04:00,FF-20100106T1004-EUR-German-10-y-Bond-Auction,German 10-y Bond Auction,EU,EUR,MEDIUM,3.38,,3.37,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T10:38:00,FF-20100106T1038-GBP-10-y-Bond-Auction,10-y Bond Auction,GB,GBP,MEDIUM,3.69,,3.45,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T11:00:00,FF-20100106T1100-EUR-German-Factory-Orders-m-m,German Factory Orders m/m,EU,EUR,MEDIUM,5.2,1.0,1.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T13:15:00,FF-20100106T1315-USD-ADP-Non-Farm-Employment-Change,ADP Non-Farm Employment Change,US,USD,HIGH,-84000.0,-74000.0,-145000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T13:30:00,FF-20100106T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,409000.0,400000.0,391000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T15:00:00,FF-20100106T1500-USD-ISM-Services-PMI,ISM Services PMI,US,USD,HIGH,50.1,50.5,48.7,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T15:00:00,FF-20100106T1500-CAD-Ivey-PMI,Ivey PMI,CA,CAD,HIGH,50.0,53.3,57.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T15:30:00,FF-20100106T1530-USD-Crude-Oil-Inventories,Crude Oil Inventories,US,USD,MEDIUM,1300000.0,-400000.0,-1500000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T19:00:00,FF-20100106T1900-USD-FOMC-Meeting-Minutes,FOMC Meeting Minutes,US,USD,HIGH,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-06T21:45:00,FF-20100106T2145-NZD-Trade-Balance,Trade Balance,NZ,NZD,MEDIUM,-269000000.0,-397000000.0,-495000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T00:30:00,FF-20100107T0030-AUD-Goods-Trade-Balance,Goods Trade Balance,AU,AUD,HIGH,-1700000000.0,-1790000000.0,-2080000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T00:30:00,FF-20100107T0030-AUD-Retail-Sales-m-m,Retail Sales m/m,AU,AUD,HIGH,1.4,0.4,0.4,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T06:00:00,FF-20100107T0600-USD-FOMC-Member-Bullard-Speaks,FOMC Member Bullard Speaks,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T07:00:00,FF-20100107T0700-EUR-German-Retail-Sales-m-m,German Retail Sales m/m,EU,EUR,MEDIUM,-1.1,0.4,0.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T08:15:00,FF-20100107T0815-CHF-CPI-m-m,CPI m/m,CH,CHF,MEDIUM,-0.2,0.1,0.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T09:00:00,FF-20100107T0900-GBP-Halifax-HPI-m-m,Halifax HPI m/m,GB,GBP,HIGH,1.0,0.6,1.3,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T10:00:00,FF-20100107T1000-EUR-Retail-Sales-m-m,Retail Sales m/m,EU,EUR,MEDIUM,-1.2,0.0,0.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T10:05:00,FF-20100107T1005-EUR-French-10-y-Bond-Auction,French 10-y Bond Auction,EU,EUR,MEDIUM,3.6,,3.62,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T11:00:00,FF-20100107T1100-EUR-German-Factory-Orders-m-m,German Factory Orders m/m,EU,EUR,MEDIUM,0.2,1.6,-1.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T12:00:00,FF-20100107T1200-GBP-Asset-Purchase-Facility,Asset Purchase Facility,GB,GBP,HIGH,200000000000.0,200000000000.0,200000000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T12:00:00,FF-20100107T1200-GBP-MPC-Rate-Statement,MPC Rate Statement,GB,GBP,HIGH,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T12:00:00,FF-20100107T1200-GBP-Official-Bank-Rate,Official Bank Rate,GB,GBP,HIGH,0.5,0.5,0.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T13:30:00,FF-20100107T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,434000.0,449000.0,433000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T15:00:00,FF-20100107T1500-CAD-Ivey-PMI,Ivey PMI,CA,CAD,HIGH,48.4,52.2,55.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-07T18:00:00,FF-20100107T1800-USD-FOMC-Member-Hoenig-Speaks,FOMC Member Hoenig Speaks,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T07:30:00,FF-20100108T0730-USD-FOMC-Member-Bullard-Speaks,FOMC Member Bullard Speaks,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T09:30:00,FF-20100108T0930-GBP-PPI-Input-m-m,PPI Input m/m,GB,GBP,HIGH,0.1,-0.2,0.1,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T10:00:00,FF-20100108T1000-EUR-Unemployment-Rate,Unemployment Rate,EU,EUR,MEDIUM,10.0,9.9,9.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T11:00:00,FF-20100108T1100-EUR-German-Industrial-Production-m-m,German Industrial Production m/m,EU,EUR,MEDIUM,0.7,1.1,-1.7,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T12:00:00,FF-20100108T1200-CAD-Employment-Change,Employment Change,CA,CAD,HIGH,-2600.0,20200.0,79100.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T12:00:00,FF-20100108T1200-CAD-Unemployment-Rate,Unemployment Rate,CA,CAD,HIGH,8.5,8.5,8.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T13:30:00,FF-20100108T1330-USD-Non-Farm-Employment-Change,Non-Farm Employment Change,US,USD,HIGH,-85000.0,-3000.0,4000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T13:30:00,FF-20100108T1330-USD-Unemployment-Rate,Unemployment Rate,US,USD,HIGH,10.0,10.1,10.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T13:30:00,FF-20100108T1330-USD-Average-Hourly-Earnings-m-m,Average Hourly Earnings m/m,US,USD,MEDIUM,0.2,0.2,0.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-08T15:15:00,FF-20100108T1515-USD-FOMC-Member-Rosengren-Speaks,FOMC Member Rosengren Speaks,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-10T06:04:00,FF-20100110T0604-CNY-USD-Denominated-Trade-Balance,USD-Denominated Trade Balance,CN,CNY,HIGH,18400000000.0,20300000000.0,19100000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T00:30:00,FF-20100111T0030-AUD-ANZ-Job-Advertisements-m-m,ANZ Job Advertisements m/m,AU,AUD,MEDIUM,6.0,,5.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T02:10:00,FF-20100111T0210-USD-FOMC-Member-Bullard-Speaks,FOMC Member Bullard Speaks,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T07:45:00,FF-20100111T0745-EUR-French-Industrial-Production-m-m,French Industrial Production m/m,EU,EUR,MEDIUM,1.1,0.4,-0.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T08:15:00,FF-20100111T0815-CHF-Retail-Sales-y-y,Retail Sales y/y,CH,CHF,HIGH,0.6,1.9,3.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T10:16:00,FF-20100111T1016-EUR-ECB-President-Trichet-Speaks,ECB President Trichet Speaks,EU,EUR,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T13:15:00,FF-20100111T1315-CAD-Housing-Starts,Housing Starts,CA,CAD,HIGH,175000.0,161000.0,165000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T13:30:00,FF-20100111T1330-CAD-Building-Permits-m-m,Building Permits m/m,CA,CAD,HIGH,-4.6,-2.6,20.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T15:30:00,FF-20100111T1530-CAD-BOC-Business-Outlook-Survey,BOC Business Outlook Survey,CA,CAD,HIGH,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T19:20:00,FF-20100111T1920-CAD-Gov-Council-Member-Lane-Speaks,Gov Council Member Lane Speaks,CA,CAD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-11T21:00:00,FF-20100111T2100-NZD-NZIER-Business-Confidence,NZIER Business Confidence,NZ,NZD,HIGH,31.0,,36.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T00:01:00,FF-20100112T0001-GBP-BRC-Retail-Sales-Monitor-y-y,BRC Retail Sales Monitor y/y,GB,GBP,MEDIUM,4.2,,1.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T00:01:00,FF-20100112T0001-GBP-RICS-House-Price-Balance,RICS House Price Balance,GB,GBP,MEDIUM,30.0,38.0,35.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T00:30:00,FF-20100112T0030-AUD-Home-Loans-m-m,Home Loans m/m,AU,AUD,HIGH,-5.6,-1.2,-1.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T09:30:00,FF-20100112T0930-GBP-Goods-Trade-Balance,Goods Trade Balance,GB,GBP,MEDIUM,-6800000000.0,-6900000000.0,-7000000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T13:30:00,FF-20100112T1330-CAD-Trade-Balance,Trade Balance,CA,CAD,HIGH,-300000000.0,800000000.0,500000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T13:30:00,FF-20100112T1330-CAD-NHPI-m-m,NHPI m/m,CA,CAD,MEDIUM,0.4,0.3,0.3,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-12T13:30:00,FF-20100112T1330-USD-Trade-Balance,Trade Balance,US,USD,HIGH,-36400000000.0,-34900000000.0,-33200000000.000004,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T09:30:00,FF-20100113T0930-GBP-Manufacturing-Production-m-m,Manufacturing Production m/m,GB,GBP,HIGH,0.0,0.3,0.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T13:30:00,FF-20100113T1330-EUR-Spanish-10-y-Bond-Auction,Spanish 10-y Bond Auction,EU,EUR,MEDIUM,4.1,,3.89,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T15:00:00,FF-20100113T1500-GBP-NIESR-GDP-Estimate,NIESR GDP Estimate,GB,GBP,MEDIUM,0.3,,0.2,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T15:30:00,FF-20100113T1530-USD-Crude-Oil-Inventories,Crude Oil Inventories,US,USD,MEDIUM,3700000.0,1200000.0,1300000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T18:00:00,FF-20100113T1800-USD-10-y-Bond-Auction,10-y Bond Auction,US,USD,MEDIUM,3.75,,3.45,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T19:00:00,FF-20100113T1900-USD-Beige-Book,Beige Book,US,USD,MEDIUM,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T19:00:00,FF-20100113T1900-USD-Federal-Budget-Balance,Federal Budget Balance,US,USD,MEDIUM,-91900000000.0,-88900000000.0,-120300000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T21:45:00,FF-20100113T2145-NZD-Building-Consents-m-m,Building Consents m/m,NZ,NZD,HIGH,1.2,,10.7,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-13T23:50:00,FF-20100113T2350-JPY-Core-Machinery-Orders-m-m,Core Machinery Orders m/m,JP,JPY,MEDIUM,-11.3,0.3,-4.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T00:30:00,FF-20100114T0030-AUD-Employment-Change,Employment Change,AU,AUD,HIGH,35200.0,10200.0,31400.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T00:30:00,FF-20100114T0030-AUD-Unemployment-Rate,Unemployment Rate,AU,AUD,HIGH,5.5,5.8,5.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T10:00:00,FF-20100114T1000-EUR-Industrial-Production-m-m,Industrial Production m/m,EU,EUR,MEDIUM,1.0,0.6,-0.3,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T12:45:00,FF-20100114T1245-EUR-Main-Refinancing-Rate,Main Refinancing Rate,EU,EUR,HIGH,1.0,1.0,1.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T13:30:00,FF-20100114T1330-EUR-ECB-Press-Conference,ECB Press Conference,EU,EUR,HIGH,,,,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T13:30:00,FF-20100114T1330-USD-Core-Retail-Sales-m-m,Core Retail Sales m/m,US,USD,HIGH,-0.2,0.3,1.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T13:30:00,FF-20100114T1330-USD-Retail-Sales-m-m,Retail Sales m/m,US,USD,HIGH,-0.3,0.4,1.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T13:30:00,FF-20100114T1330-USD-Unemployment-Claims,Unemployment Claims,US,USD,HIGH,444000.0,438000.0,433000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T13:30:00,FF-20100114T1330-USD-Import-Prices-m-m,Import Prices m/m,US,USD,MEDIUM,0.0,-0.1,1.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-14T15:00:00,FF-20100114T1500-USD-Business-Inventories-m-m,Business Inventories m/m,US,USD,MEDIUM,0.4,0.1,0.4,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T08:09:00,FF-20100115T0809-CNY-New-Loans,New Loans,CN,CNY,MEDIUM,380000000000.0,,295000000000.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T08:15:00,FF-20100115T0815-CHF-PPI-m-m,PPI m/m,CH,CHF,MEDIUM,0.1,0.2,0.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T10:00:00,FF-20100115T1000-EUR-Final-Core-CPI-y-y,Final Core CPI y/y,EU,EUR,MEDIUM,1.1,1.0,1.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T10:00:00,FF-20100115T1000-EUR-Final-CPI-y-y,Final CPI y/y,EU,EUR,MEDIUM,0.9,0.9,0.9,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T13:30:00,FF-20100115T1330-USD-Core-CPI-m-m,Core CPI m/m,US,USD,HIGH,0.1,0.1,0.0,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T13:30:00,FF-20100115T1330-USD-CPI-y-y,CPI y/y,US,USD,HIGH,2.7,2.8,1.8,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T13:30:00,FF-20100115T1330-USD-CPI-m-m,CPI m/m,US,USD,MEDIUM,0.1,0.2,0.4,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T13:30:00,FF-20100115T1330-USD-Empire-State-Manufacturing-Index,Empire State Manufacturing Index,US,USD,MEDIUM,15.9,11.2,2.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T14:15:00,FF-20100115T1415-USD-Capacity-Utilization-Rate,Capacity Utilization Rate,US,USD,MEDIUM,72.0,71.9,71.5,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T14:15:00,FF-20100115T1415-USD-Industrial-Production-m-m,Industrial Production m/m,US,USD,MEDIUM,0.6,0.7,0.6,,forexfactory_scrape:spoluan/forex-factory-scraper
2010-01-15T14:55:00,FF-20100115T1455-USD-Prelim-UoM-Consumer-Sentiment,Prelim UoM Consumer Sentiment,US,USD,HIGH,72.8,73.8,72.5,,forexfactory_scrape:spoluan/forex-factory-scraper
